Date,Price,Open,High,Low,Vol.,Change %
"Feb 07, 2020",20.2,20.08,20.36,19.99,4.83M,0.90%
"Feb 06, 2020",20.02,20.4,21.12,20,7.86M,0.15%
"Feb 05, 2020",19.99,19.75,20.14,19.62,8.12M,1.47%
"Feb 04, 2020",19.7,19.68,19.73,19.38,8.67M,0.66%
"Feb 03, 2020",19.57,19.56,19.65,19.42,3.09M,0.15%
"Jan 31, 2020",19.54,20.12,20.12,19.54,5.75M,-2.98%
"Jan 30, 2020",20.14,20.18,20.18,19.79,2.64M,-0.30%
"Jan 29, 2020",20.2,20.12,20.28,20,1.92M,0.80%
"Jan 28, 2020",20.04,20.16,20.26,19.88,3.09M,-0.60%
"Jan 27, 2020",20.16,20.6,20.66,20.16,2.39M,-3.36%
"Jan 24, 2020",20.86,21.26,21.28,20.62,3.49M,-0.95%
"Jan 23, 2020",21.06,21,21.16,20.86,3.67M,-0.09%
"Jan 22, 2020",21.08,21.76,21.76,20.92,3.20M,-1.50%
"Jan 21, 2020",21.4,21.3,21.64,20.96,2.87M,-0.47%
"Jan 20, 2020",21.5,21.14,21.62,21.14,3.19M,1.70%
"Jan 17, 2020",21.14,20.6,21.14,20.4,4.18M,2.72%
"Jan 16, 2020",20.58,20.86,21.02,20.58,5.65M,-1.34%
"Jan 15, 2020",20.86,20.86,21.28,20.54,4.93M,-0.38%
"Jan 14, 2020",20.94,20.8,20.96,20.62,4.06M,0.67%
"Jan 13, 2020",20.8,20.52,20.86,20.5,4.50M,1.27%
"Jan 10, 2020",20.54,20.54,20.7,20.26,4.38M,0.59%
"Jan 09, 2020",20.42,20.2,20.58,20.08,7.94M,2.41%
"Jan 08, 2020",19.94,19.89,19.95,19.66,2.79M,0.05%
"Jan 07, 2020",19.93,20.22,20.28,19.92,2.89M,-0.75%
"Jan 06, 2020",20.08,20.34,20.34,19.97,1.94M,-1.08%
"Jan 03, 2020",20.3,20.3,20.44,19.97,3.31M,-0.39%
"Jan 02, 2020",20.38,20.42,20.44,20.24,2.53M,0.30%
Highest: 25.48,Lowest: 12.38,Difference: 13.10,Average: 17.86,Change %: -4.48,,
